"","team_1","year.x","match_type.x","gender","n"
"1","Afghanistan","2014","ODI","male",10
"2","Afghanistan","2014","T20","male",3
"3","Afghanistan","2015","ODI","male",10
"4","Afghanistan","2015","T20","male",9
"5","Afghanistan","2016","T20","male",12
"6","Afghanistan","2017","ODI","male",7
"7","Afghanistan","2017","T20","male",8
"8","Afghanistan","2018","ODI","male",9
"9","Afghanistan","2018","T20","male",5
"10","Afghanistan","2019","ODI","male",20
"11","Afghanistan","2019","T20","male",10
"12","Afghanistan","2019","Test","male",3
"13","Afghanistan","2021","ODI","male",3
"14","Afghanistan","2021","T20","male",8
"15","Afghanistan","2022","ODI","male",12
"16","Afghanistan","2022","T20","male",18
"17","Afghanistan","2023","ODI","male",20
"18","Afghanistan","2023","T20","male",13
"19","Argentina","2021","T20","male",2
"20","Argentina","2021","T20","male",4
"21","Argentina","2023","T20","female",8
"22","Argentina","2023","T20","female",6
"23","Argentina","2023","T20","male",6
"24","Argentina","2023","T20","male",4
"25","Australia","2003","ODI","male",27
"26","Australia","2003","Test","male",4
"27","Australia","2003","Test","male",6
"28","Australia","2004","ODI","male",22
"29","Australia","2004","Test","male",7
"30","Australia","2005","ODI","male",15
"31","Australia","2005","Test","male",3
"32","Australia","2005","Test","male",4
"33","Australia","2006","ODI","male",21
"34","Australia","2006","T20","male",2
"35","Australia","2006","Test","male",6
"36","Australia","2007","ODI","female",15
"37","Australia","2007","ODI","male",25
"38","Australia","2007","T20","male",8
"39","Australia","2008","ODI","male",11
"40","Australia","2008","Test","male",8
"41","Australia","2008","Test","male",10
"42","Australia","2009","ODI","female",13
"43","Australia","2009","ODI","male",30
"44","Australia","2009","T20","female",5
"45","Australia","2009","T20","male",6
"46","Australia","2009","Test","male",9
"47","Australia","2009","Test","male",10
"48","Australia","2010","ODI","male",17
"49","Australia","2010","T20","female",3
"50","Australia","2010","T20","female",11
"51","Australia","2010","T20","male",5
"52","Australia","2010","T20","male",13
"53","Australia","2010","Test","male",9
"54","Australia","2011","ODI","male",20
"55","Australia","2011","Test","female",3
"56","Australia","2011","Test","male",5
"57","Australia","2012","ODI","male",12
"58","Australia","2012","ODI","male",15
"59","Australia","2012","T20","male",4
"60","Australia","2012","T20","male",9
"61","Australia","2012","Test","male",7
"62","Australia","2013","ODI","female",6
"63","Australia","2013","ODI","female",10
"64","Australia","2013","ODI","male",14
"65","Australia","2013","ODI","male",18
"66","Australia","2013","T20","female",5
"67","Australia","2013","T20","male",5
"68","Australia","2013","Test","female",3
"69","Australia","2013","Test","male",11
"70","Australia","2014","T20","male",11
"71","Australia","2014","T20","male",9
"72","Australia","2014","Test","male",5
"73","Australia","2015","ODI","female",7
"74","Australia","2015","ODI","male",11
"75","Australia","2015","Test","female",4
"76","Australia","2015","Test","male",10
"77","Australia","2016","ODI","female",7
"78","Australia","2016","ODI","female",11
"79","Australia","2016","ODI","male",18
"80","Australia","2016","ODI","male",22
"81","Australia","2016","T20","female",7
"82","Australia","2016","T20","female",4
"83","Australia","2016","T20","male",11
"84","Australia","2016","T20","male",8
"85","Australia","2016","Test","male",6
"86","Australia","2017","ODI","female",13
"87","Australia","2017","ODI","female",13
"88","Australia","2017","ODI","male",12
"89","Australia","2017","ODI","male",12
"90","Australia","2017","T20","female",4
"91","Australia","2017","T20","female",4
"92","Australia","2017","T20","male",3
"93","Australia","2017","T20","male",3
"94","Australia","2018","ODI","female",5
"95","Australia","2018","ODI","female",6
"96","Australia","2018","ODI","male",6
"97","Australia","2018","ODI","male",7
"98","Australia","2018","T20","female",17
"99","Australia","2018","T20","female",11
"100","Australia","2018","T20","male",13
"101","Australia","2018","T20","male",7
"102","Australia","2018","Test","male",6
"103","Australia","2019","ODI","female",11
"104","Australia","2019","ODI","female",20
"105","Australia","2019","ODI","male",14
"106","Australia","2019","ODI","male",23
"107","Australia","2019","T20","female",9
"108","Australia","2019","T20","female",12
"109","Australia","2019","T20","male",5
"110","Australia","2019","T20","male",8
"111","Australia","2019","Test","female",8
"112","Australia","2019","Test","male",12
"113","Australia","2020","ODI","female",3
"114","Australia","2020","ODI","female",4
"115","Australia","2020","ODI","male",10
"116","Australia","2020","ODI","male",11
"117","Australia","2020","T20","female",4
"118","Australia","2020","T20","female",14
"119","Australia","2020","T20","male",9
"120","Australia","2020","T20","male",19
"121","Australia","2020","Test","male",3
"122","Australia","2021","ODI","female",6
"123","Australia","2021","ODI","female",5
"124","Australia","2021","ODI","male",4
"125","Australia","2021","ODI","male",3
"126","Australia","2021","T20","female",6
"127","Australia","2021","T20","female",10
"128","Australia","2021","T20","male",18
"129","Australia","2021","T20","male",22
"130","Australia","2021","Test","female",4
"131","Australia","2021","Test","male",5
"132","Australia","2022","ODI","female",12
"133","Australia","2022","ODI","female",16
"134","Australia","2022","ODI","male",13
"135","Australia","2022","ODI","male",17
"136","Australia","2022","T20","female",16
"137","Australia","2022","T20","female",18
"138","Australia","2022","T20","male",19
"139","Australia","2022","T20","male",21
"140","Australia","2022","Test","male",5
"141","Australia","2022","Test","male",11
"142","Australia","2023","ODI","female",13
"143","Australia","2023","ODI","female",18
"144","Australia","2023","ODI","male",17
"145","Australia","2023","ODI","male",22
"146","Australia","2023","T20","female",14
"147","Australia","2023","T20","female",10
"148","Australia","2023","T20","male",12
"149","Australia","2023","T20","male",8
"150","Australia","2023","Test","male",5
"151","Australia","2023","Test","male",13
"152","Austria","2020","T20","female",5
"153","Austria","2021","T20","male",3
"154","Austria","2022","T20","male",12
"155","Austria","2023","T20","male",7
"156","Bahamas","2021","T20","male",4
"157","Bahamas","2023","T20","male",4
"158","Bahrain","2020","T20","male",2
"159","Bahrain","2021","T20","male",3
"160","Bahrain","2022","T20","female",8
"161","Bahrain","2022","T20","female",14
"162","Bahrain","2022","T20","male",14
"163","Bahrain","2022","T20","male",20
"164","Bahrain","2023","T20","female",4
"165","Bahrain","2023","T20","female",11
"166","Bahrain","2023","T20","male",6
"167","Bahrain","2023","T20","male",13
"168","Bangladesh","2003","ODI","male",14
"169","Bangladesh","2003","Test","male",4
"170","Bangladesh","2004","ODI","male",10
"171","Bangladesh","2004","Test","male",2
"172","Bangladesh","2005","ODI","male",8
"173","Bangladesh","2005","Test","male",3
"174","Bangladesh","2006","ODI","male",14
"175","Bangladesh","2007","ODI","male",16
"176","Bangladesh","2007","T20","male",7
"177","Bangladesh","2007","Test","male",5
"178","Bangladesh","2008","ODI","male",17
"179","Bangladesh","2008","Test","male",6
"180","Bangladesh","2009","ODI","male",16
"181","Bangladesh","2009","T20","male",3
"182","Bangladesh","2010","ODI","male",22
"183","Bangladesh","2010","T20","male",3
"184","Bangladesh","2010","Test","male",7
"185","Bangladesh","2011","ODI","male",17
"186","Bangladesh","2012","T20","male",4
"187","Bangladesh","2013","ODI","female",5
"188","Bangladesh","2013","ODI","male",8
"189","Bangladesh","2013","T20","female",3
"190","Bangladesh","2013","T20","male",3
"191","Bangladesh","2013","Test","male",3
"192","Bangladesh","2014","ODI","male",18
"193","Bangladesh","2014","T20","male",10
"194","Bangladesh","2014","Test","male",7
"195","Bangladesh","2015","ODI","female",14
"196","Bangladesh","2015","ODI","male",15
"197","Bangladesh","2015","T20","female",3
"198","Bangladesh","2015","T20","female",7
"199","Bangladesh","2016","ODI","male",9
"200","Bangladesh","2016","T20","female",5
"201","Bangladesh","2016","T20","female",15
"202","Bangladesh","2016","T20","male",6
"203","Bangladesh","2016","T20","male",16
"204","Bangladesh","2017","ODI","female",6
"205","Bangladesh","2017","ODI","female",6
"206","Bangladesh","2017","ODI","male",12
"207","Bangladesh","2017","ODI","male",12
"208","Bangladesh","2017","Test","male",8
"209","Bangladesh","2018","ODI","female",5
"210","Bangladesh","2018","ODI","female",13
"211","Bangladesh","2018","ODI","male",9
"212","Bangladesh","2018","ODI","male",17
"213","Bangladesh","2018","T20","female",19
"214","Bangladesh","2018","T20","female",24
"215","Bangladesh","2018","T20","male",10
"216","Bangladesh","2018","T20","male",15
"217","Bangladesh","2018","Test","male",7
"218","Bangladesh","2019","ODI","male",18
"219","Bangladesh","2019","T20","female",8
"220","Bangladesh","2019","T20","female",7
"221","Bangladesh","2019","T20","male",8
"222","Bangladesh","2019","T20","male",7
"223","Bangladesh","2019","Test","male",5
"224","Bangladesh","2020","T20","female",4
"225","Bangladesh","2020","T20","female",3
"226","Bangladesh","2020","T20","male",5
"227","Bangladesh","2020","T20","male",4
"228","Bangladesh","2020","Test","male",2
"229","Bangladesh","2021","ODI","female",8
"230","Bangladesh","2021","ODI","male",12
"231","Bangladesh","2021","T20","male",27
"232","Bangladesh","2021","Test","male",7
"233","Bangladesh","2022","ODI","female",10
"234","Bangladesh","2022","ODI","female",13
"235","Bangladesh","2022","ODI","male",12
"236","Bangladesh","2022","ODI","male",15
"237","Bangladesh","2022","T20","female",17
"238","Bangladesh","2022","T20","female",23
"239","Bangladesh","2022","T20","male",15
"240","Bangladesh","2022","T20","male",21
"241","Bangladesh","2022","Test","male",10
"242","Bangladesh","2023","ODI","female",11
"243","Bangladesh","2023","ODI","female",22
"244","Bangladesh","2023","ODI","male",21
"245","Bangladesh","2023","ODI","male",32
"246","Bangladesh","2023","T20","female",18
"247","Bangladesh","2023","T20","female",15
"248","Bangladesh","2023","T20","male",17
"249","Bangladesh","2023","T20","male",14
"250","Bangladesh","2023","Test","male",4
"251","Barbados","2022","T20","female",3
"252","Belgium","2021","T20","male",5
"253","Belgium","2022","T20","male",5
"254","Belize","2021","T20","male",5
"255","Bermuda","2007","ODI","male",8
"256","Bermuda","2019","T20","male",11
"257","Bermuda","2021","T20","male",3
"258","Bermuda","2023","T20","male",11
"259","Bhutan","2019","T20","male",2
"260","Bhutan","2021","T20","female",5
"261","Bhutan","2022","T20","female",4
"262","Bhutan","2022","T20","female",6
"263","Bhutan","2022","T20","male",4
"264","Bhutan","2022","T20","male",6
"265","Bhutan","2023","T20","female",4
"266","Bhutan","2023","T20","female",4
"267","Bhutan","2023","T20","male",4
"268","Bhutan","2023","T20","male",4
"269","Botswana","2018","T20","female",4
"270","Botswana","2019","T20","female",7
"271","Botswana","2019","T20","male",7
"272","Botswana","2021","T20","female",6
"273","Botswana","2021","T20","female",3
"274","Botswana","2021","T20","male",7
"275","Botswana","2021","T20","male",4
"276","Botswana","2022","T20","female",3
"277","Botswana","2022","T20","female",8
"278","Botswana","2022","T20","male",4
"279","Botswana","2022","T20","male",9
"280","Botswana","2023","T20","female",8
"281","Botswana","2023","T20","female",7
"282","Botswana","2023","T20","male",8
"283","Botswana","2023","T20","male",7
"284","Brazil","2022","T20","female",4
"285","Brazil","2023","T20","female",6
"286","Bulgaria","2021","T20","male",6
"287","Bulgaria","2022","T20","male",17
"288","Bulgaria","2023","T20","male",3
"289","Cambodia","2023","T20","female",4
"290","Cambodia","2023","T20","female",4
"291","Cambodia","2023","T20","male",6
"292","Cambodia","2023","T20","male",6
"293","Cameroon","2021","T20","male",4
"294","Cameroon","2021","T20","male",3
"295","Cameroon","2022","T20","male",6
"296","Cameroon","2023","T20","female",5
"297","Canada","2003","ODI","male",6
"298","Canada","2006","ODI","male",3
"299","Canada","2007","ODI","male",6
"300","Canada","2011","ODI","male",8
"301","Canada","2014","ODI","male",2
"302","Canada","2019","T20","female",11
"303","Canada","2019","T20","male",11
"304","Canada","2021","T20","male",3
"305","Canada","2021","T20","male",4
"306","Canada","2022","T20","male",12
"307","Canada","2023","ODI","male",4
"308","Canada","2023","T20","female",6
"309","Canada","2023","T20","female",6
"310","Canada","2023","T20","male",5
"311","Canada","2023","T20","male",5
"312","Cayman Islands","2019","T20","male",6
"313","Cayman Islands","2023","T20","male",8
"314","China","2019","T20","female",9
"315","China","2023","T20","female",4
"316","China","2023","T20","female",4
"317","China","2023","T20","male",4
"318","China","2023","T20","male",4
"319","Cook Islands","2022","T20","male",5
"320","Cook Islands","2023","T20","female",5
"321","Croatia","2022","T20","male",5
"322","Croatia","2023","T20","male",5
"323","Cyprus","2021","T20","male",5
"324","Cyprus","2022","T20","male",5
"325","Czech Republic","2021","T20","male",6
"326","Czech Republic","2022","T20","male",14
"327","Czech Republic","2023","T20","male",2
"328","Denmark","2019","T20","male",6
"329","Denmark","2021","T20","male",8
"330","Denmark","2022","T20","male",7
"331","Denmark","2023","T20","male",8
"332","Denmark","2023","T20","male",10
"333","England","2003","ODI","male",24
"334","England","2003","Test","female",5
"335","England","2003","Test","male",8
"336","England","2004","ODI","male",16
"337","England","2004","Test","male",3
"338","England","2005","ODI","male",15
"339","England","2006","ODI","male",19
"340","England","2006","Test","male",6
"341","England","2006","Test","male",11
"342","England","2007","ODI","male",25
"343","England","2007","T20","male",7
"344","England","2007","Test","male",9
"345","England","2008","ODI","male",20
"346","England","2008","T20","male",3
"347","England","2008","Test","female",8
"348","England","2008","Test","male",12
"349","England","2009","ODI","male",13
"350","England","2009","ODI","male",22
"351","England","2009","T20","male",9
"352","England","2009","T20","male",5
"353","England","2009","Test","female",8
"354","England","2009","Test","male",14
"355","England","2010","ODI","male",16
"356","England","2010","T20","male",9
"357","England","2010","Test","male",12
"358","England","2011","ODI","female",17
"359","England","2011","ODI","male",26
"360","England","2011","T20","female",2
"361","England","2011","T20","female",5
"362","England","2011","T20","male",2
"363","England","2011","T20","male",5
"364","England","2012","T20","female",10
"365","England","2012","T20","female",13
"366","England","2012","T20","male",9
"367","England","2012","T20","male",12
"368","England","2012","Test","male",12
"369","England","2013","ODI","female",9
"370","England","2013","ODI","female",14
"371","England","2013","ODI","male",16
"372","England","2013","ODI","male",21
"373","England","2013","T20","male",8
"374","England","2013","T20","male",7
"375","England","2013","Test","male",6
"376","England","2013","Test","male",12
"377","England","2014","ODI","female",3
"378","England","2014","ODI","female",10
"379","England","2014","ODI","male",13
"380","England","2014","ODI","male",20
"381","England","2014","T20","female",6
"382","England","2014","T20","female",8
"383","England","2014","T20","male",9
"384","England","2014","T20","male",11
"385","England","2015","ODI","male",7
"386","England","2015","ODI","male",20
"387","England","2015","Test","male",5
"388","England","2015","Test","male",12
"389","England","2016","ODI","female",7
"390","England","2016","ODI","female",14
"391","England","2016","ODI","male",11
"392","England","2016","ODI","male",18
"393","England","2016","T20","female",10
"394","England","2016","T20","female",12
"395","England","2016","T20","male",8
"396","England","2016","T20","male",10
"397","England","2016","Test","male",17
"398","England","2017","ODI","female",11
"399","England","2017","ODI","female",13
"400","England","2017","ODI","male",18
"401","England","2017","ODI","male",20
"402","England","2017","T20","female",3
"403","England","2017","T20","female",4
"404","England","2017","T20","male",6
"405","England","2017","T20","male",7
"406","England","2017","Test","male",3
"407","England","2017","Test","male",9
"408","England","2018","ODI","female",8
"409","England","2018","ODI","female",9
"410","England","2018","ODI","male",14
"411","England","2018","ODI","male",15
"412","England","2018","T20","female",15
"413","England","2018","T20","female",14
"414","England","2018","T20","male",9
"415","England","2018","T20","male",8
"416","England","2018","Test","male",10
"417","England","2019","ODI","female",15
"418","England","2019","ODI","female",21
"419","England","2019","ODI","male",15
"420","England","2019","ODI","male",21
"421","England","2019","T20","female",7
"422","England","2019","T20","female",13
"423","England","2019","T20","male",9
"424","England","2019","T20","male",15
"425","England","2019","Test","male",7
"426","England","2019","Test","male",12
"427","England","2020","ODI","male",9
"428","England","2020","T20","female",13
"429","England","2020","T20","female",6
"430","England","2020","T20","male",19
"431","England","2020","T20","male",12
"432","England","2020","Test","male",9
"433","England","2021","ODI","female",11
"434","England","2021","ODI","female",6
"435","England","2021","ODI","male",14
"436","England","2021","ODI","male",9
"437","England","2021","T20","female",9
"438","England","2021","T20","female",10
"439","England","2021","T20","male",16
"440","England","2021","T20","male",17
"441","England","2021","Test","male",9
"442","England","2021","Test","male",15
"443","England","2022","ODI","female",21
"444","England","2022","ODI","female",16
"445","England","2022","ODI","male",17
"446","England","2022","ODI","male",12
"447","England","2022","T20","female",18
"448","England","2022","T20","female",21
"449","England","2022","T20","male",24
"450","England","2022","T20","male",27
"451","England","2022","Test","female",8
"452","England","2022","Test","male",15
"453","England","2023","ODI","female",6
"454","England","2023","ODI","female",20
"455","England","2023","ODI","male",10
"456","England","2023","ODI","male",24
"457","England","2023","T20","female",14
"458","England","2023","T20","female",12
"459","England","2023","T20","male",14
"460","England","2023","T20","male",12
"461","England","2023","Test","female",6
"462","England","2023","Test","male",8
"463","Estonia","2021","T20","male",5
"464","Estonia","2022","T20","male",3
"465","Estonia","2023","T20","male",2
"466","Eswatini","2021","T20","female",5
"467","Eswatini","2022","T20","male",5
"468","Fiji","2022","T20","male",5
"469","Finland","2021","T20","male",4
"470","Finland","2022","T20","male",8
"471","Finland","2023","T20","male",4
"472","France","2021","T20","female",7
"473","France","2021","T20","female",2
"474","France","2021","T20","male",9
"475","France","2021","T20","male",4
"476","France","2022","T20","male",4
"477","France","2023","T20","female",10
"478","France","2023","T20","female",9
"479","France","2023","T20","male",10
"480","France","2023","T20","male",9
"481","Gambia","2022","T20","male",6
"482","Germany","2019","T20","male",5
"483","Germany","2019","T20","male",4
"484","Germany","2020","T20","female",9
"485","Germany","2020","T20","male",6
"486","Germany","2021","T20","female",7
"487","Germany","2021","T20","female",9
"488","Germany","2021","T20","male",12
"489","Germany","2021","T20","male",14
"490","Germany","2022","T20","female",3
"491","Germany","2022","T20","female",8
"492","Germany","2022","T20","male",8
"493","Germany","2022","T20","male",13
"494","Germany","2023","T20","female",4
"495","Germany","2023","T20","female",5
"496","Germany","2023","T20","male",11
"497","Germany","2023","T20","male",12
"498","Ghana","2019","T20","male",4
"499","Ghana","2021","T20","male",9
"500","Ghana","2022","T20","male",8
"501","Ghana","2023","T20","male",9
"502","Gibraltar","2019","T20","male",3
"503","Gibraltar","2021","T20","male",6
"504","Gibraltar","2022","T20","male",10
"505","Gibraltar","2023","T20","male",15
"506","Greece","2021","T20","male",3
"507","Greece","2023","T20","female",4
"508","Guernsey","2022","T20","female",6
"509","Guernsey","2022","T20","male",10
"510","Guernsey","2023","T20","male",3
"511","Hong Kong","2008","ODI","male",2
"512","Hong Kong","2014","T20","male",4
"513","Hong Kong","2015","T20","male",7
"514","Hong Kong","2016","ODI","male",5
"515","Hong Kong","2016","T20","male",9
"516","Hong Kong","2019","T20","female",8
"517","Hong Kong","2019","T20","female",12
"518","Hong Kong","2019","T20","male",6
"519","Hong Kong","2019","T20","male",10
"520","Hong Kong","2020","T20","male",9
"521","Hong Kong","2021","T20","female",4
"522","Hong Kong","2022","T20","female",13
"523","Hong Kong","2022","T20","female",10
"524","Hong Kong","2022","T20","male",13
"525","Hong Kong","2022","T20","male",10
"526","Hong Kong","2023","T20","female",17
"527","Hong Kong","2023","T20","female",21
"528","Hong Kong","2023","T20","male",11
"529","Hong Kong","2023","T20","male",15
"530","Hungary","2021","T20","male",4
"531","Hungary","2022","T20","male",9
"532","Hungary","2023","T20","male",4
"533","India","2003","ODI","male",21
"534","India","2004","ODI","male",23
"535","India","2004","Test","male",7
"536","India","2005","ODI","male",12
"537","India","2005","Test","male",2
"538","India","2006","ODI","male",26
"539","India","2006","Test","female",5
"540","India","2006","Test","male",10
"541","India","2007","ODI","male",35
"542","India","2007","T20","male",7
"543","India","2007","Test","male",9
"544","India","2008","ODI","female",2
"545","India","2008","ODI","female",12
"546","India","2008","ODI","male",11
"547","India","2008","ODI","male",21
"548","India","2008","Test","male",12
"549","India","2009","ODI","female",15
"550","India","2009","ODI","male",30
"551","India","2009","T20","male",6
"552","India","2009","T20","male",10
"553","India","2009","Test","male",6
"554","India","2010","ODI","male",16
"555","India","2010","T20","female",3
"556","India","2010","T20","male",5
"557","India","2010","Test","male",13
"558","India","2011","ODI","male",34
"559","India","2011","T20","female",2
"560","India","2011","T20","male",4
"561","India","2011","Test","male",11
"562","India","2012","ODI","female",10
"563","India","2012","ODI","male",12
"564","India","2012","T20","female",10
"565","India","2012","T20","male",12
"566","India","2012","Test","male",7
"567","India","2013","ODI","male",31
"568","India","2013","ODI","male",11
"569","India","2013","Test","male",8
"570","India","2014","ODI","female",12
"571","India","2014","ODI","male",24
"572","India","2014","T20","male",7
"573","India","2015","ODI","male",7
"574","India","2015","ODI","male",14
"575","India","2015","Test","male",7
"576","India","2016","ODI","female",6
"577","India","2016","ODI","male",8
"578","India","2016","T20","male",6
"579","India","2016","T20","male",15
"580","India","2016","Test","male",12
"581","India","2017","ODI","female",22
"582","India","2017","ODI","female",19
"583","India","2017","ODI","male",26
"584","India","2017","ODI","male",23
"585","India","2017","T20","male",13
"586","India","2017","Test","male",9
"587","India","2018","ODI","female",7
"588","India","2018","ODI","female",8
"589","India","2018","ODI","male",13
"590","India","2018","ODI","male",14
"591","India","2018","T20","female",22
"592","India","2018","T20","female",18
"593","India","2018","T20","male",21
